lyrics,song,album,artist,genre
Face the thing that should not be,the thing that should not be,master of puppets,metallica,heavy metal
"Fearless wretch, insanity",the thing that should not be,master of puppets,metallica,heavy metal
"He watches, lurking beneath the sea",the thing that should not be,master of puppets,metallica,heavy metal
"Great old one, forbidden site",the thing that should not be,master of puppets,metallica,heavy metal
"He searches, hunter of the shadows is rising",the thing that should not be,master of puppets,metallica,heavy metal
Immortal,the thing that should not be,master of puppets,metallica,heavy metal
In madness you dwell,the thing that should not be,master of puppets,metallica,heavy metal
Welcome to where time stands still,welcome home (sanitarium),master of puppets,metallica,heavy metal
No one leaves and no one will,welcome home (sanitarium),master of puppets,metallica,heavy metal
"Moon is full, never seems to change",welcome home (sanitarium),master of puppets,metallica,heavy metal
Just labelled mentally deranged,welcome home (sanitarium),master of puppets,metallica,heavy metal
Dream the same thing every night,welcome home (sanitarium),master of puppets,metallica,heavy metal
I see our freedom in my sight,welcome home (sanitarium),master of puppets,metallica,heavy metal
"No locked doors, no windows barred",welcome home (sanitarium),master of puppets,metallica,heavy metal
No things to make my brain seem scarred,welcome home (sanitarium),master of puppets,metallica,heavy metal
"Sleep, my friend, and you will see",welcome home (sanitarium),master of puppets,metallica,heavy metal
That dream is my reality,welcome home (sanitarium),master of puppets,metallica,heavy metal
They keep me locked up in this cage,welcome home (sanitarium),master of puppets,metallica,heavy metal
"Can't they see it's why my brain says ""Rage""",welcome home (sanitarium),master of puppets,metallica,heavy metal
"Sanitarium, leave me be",welcome home (sanitarium),master of puppets,metallica,heavy metal
"Sanitarium, just leave me alone",welcome home (sanitarium),master of puppets,metallica,heavy metal
Build my fear of what's out there,welcome home (sanitarium),master of puppets,metallica,heavy metal
Cannot breathe the open air,welcome home (sanitarium),master of puppets,metallica,heavy metal
Whisper things into my brain,welcome home (sanitarium),master of puppets,metallica,heavy metal
Assuring me that I'm insane,welcome home (sanitarium),master of puppets,metallica,heavy metal
They think our heads are in their hands,welcome home (sanitarium),master of puppets,metallica,heavy metal
But violent use brings violent plans,welcome home (sanitarium),master of puppets,metallica,heavy metal
"Keep him tied, it makes him well",welcome home (sanitarium),master of puppets,metallica,heavy metal
"He's getting better, can't you tell?",welcome home (sanitarium),master of puppets,metallica,heavy metal
No more can they keep us in,welcome home (sanitarium),master of puppets,metallica,heavy metal
"Listen, damn it, we will win",welcome home (sanitarium),master of puppets,metallica,heavy metal
"They see it right, they see it well",welcome home (sanitarium),master of puppets,metallica,heavy metal
But they think this saves us from our hell,welcome home (sanitarium),master of puppets,metallica,heavy metal
"Sanitarium, leave me be",welcome home (sanitarium),master of puppets,metallica,heavy metal
"Sanitarium, just leave me alone",welcome home (sanitarium),master of puppets,metallica,heavy metal
"Sanitarium, just leave me alone",welcome home (sanitarium),master of puppets,metallica,heavy metal
Fear of living on,welcome home (sanitarium),master of puppets,metallica,heavy metal
Natives getting restless now,welcome home (sanitarium),master of puppets,metallica,heavy metal
Mutiny in the air,welcome home (sanitarium),master of puppets,metallica,heavy metal
Got some death to do,welcome home (sanitarium),master of puppets,metallica,heavy metal
Mirror stares back hard,welcome home (sanitarium),master of puppets,metallica,heavy metal
"Kill, it's such a friendly word",welcome home (sanitarium),master of puppets,metallica,heavy metal
Seems the only way,welcome home (sanitarium),master of puppets,metallica,heavy metal
For reaching out again,welcome home (sanitarium),master of puppets,metallica,heavy metal
"Bodies fill the fields I see, hungry heroes end",disposable heroes,master of puppets,metallica,heavy metal
"No one to play soldier now, no one to pretend",disposable heroes,master of puppets,metallica,heavy metal
"Running blind through killing fields, bred to kill them all",disposable heroes,master of puppets,metallica,heavy metal
"Victim of what said should be, a servant till I fall",disposable heroes,master of puppets,metallica,heavy metal
"Soldier boy, made of clay, now an empty shell",disposable heroes,master of puppets,metallica,heavy metal
"Twenty-one, only son but he served us well",disposable heroes,master of puppets,metallica,heavy metal
"Bred to kill, not to care, do just as we say",disposable heroes,master of puppets,metallica,heavy metal
"Finished here, greetings Death, he's yours to take away",disposable heroes,master of puppets,metallica,heavy metal
"Back to the front, you will do what I say, when I say",disposable heroes,master of puppets,metallica,heavy metal
"Back to the front, you will die when I say, you must die",disposable heroes,master of puppets,metallica,heavy metal
"Back to the front, you coward, you servant, you blind man",disposable heroes,master of puppets,metallica,heavy metal
Barking of machine-gun fire does nothing to me now,disposable heroes,master of puppets,metallica,heavy metal
"Sounding of the clock that ticks, get used to it somehow",disposable heroes,master of puppets,metallica,heavy metal
"More a man, more stripes you wear, glory-seeker trends",disposable heroes,master of puppets,metallica,heavy metal
"Bodies fill the fields I see, the slaughter never ends",disposable heroes,master of puppets,metallica,heavy metal
"Soldier boy, made of clay, now an empty shell",disposable heroes,master of puppets,metallica,heavy metal
"Twenty-one, only son but he served us well",disposable heroes,master of puppets,metallica,heavy metal
"Bred to kill, not to care, do just as we say",disposable heroes,master of puppets,metallica,heavy metal
"Finished here, greetings Death, he's yours to take away",disposable heroes,master of puppets,metallica,heavy metal
"Back to the front, you will do what I say, when I say",disposable heroes,master of puppets,metallica,heavy metal
"Back to the front, you will die when I say, you must die",disposable heroes,master of puppets,metallica,heavy metal
"Back to the front, you coward, you servant, you blind man",disposable heroes,master of puppets,metallica,heavy metal
Why am I dying?,disposable heroes,master of puppets,metallica,heavy metal
"Kill, have no fear",disposable heroes,master of puppets,metallica,heavy metal
"Lie, live off lying",disposable heroes,master of puppets,metallica,heavy metal
"Hell, hell is here",disposable heroes,master of puppets,metallica,heavy metal
Why am I dying?,disposable heroes,master of puppets,metallica,heavy metal
"Kill, have no fear",disposable heroes,master of puppets,metallica,heavy metal
"Lie, live off lying",disposable heroes,master of puppets,metallica,heavy metal
"Hell, hell is here",disposable heroes,master of puppets,metallica,heavy metal
I was born for dying,disposable heroes,master of puppets,metallica,heavy metal
"Life planned out before my birth, nothing could I say",disposable heroes,master of puppets,metallica,heavy metal
"Had no chance to see myself, moulded day by day",disposable heroes,master of puppets,metallica,heavy metal
"Looking back I realize, nothing have I done",disposable heroes,master of puppets,metallica,heavy metal
"Left to die with only friend, alone I clench my gun",disposable heroes,master of puppets,metallica,heavy metal
"Soldier boy, made of clay, now an empty shell",disposable heroes,master of puppets,metallica,heavy metal
